 Number	Time[sec]	CO2_Air[ppm]	TempAir[C]	Wind[m/s]	WaterHeight[mm]	pOxyAbs[bar]
    912	  7890.86	      585.21	    24.08	      6.27	          74.99	        1.00
    913	  7898.96	      585.21	    24.07	      6.30	          74.26	        1.00
    914	  7907.06	      585.21	    24.07	      6.23	          75.64	        1.00
    915	  7915.16	      584.96	    24.08	      6.33	          76.53	        1.00
    916	  7923.26	      585.21	    24.09	      6.29	          72.79	        1.00
    917	  7931.36	      585.21	    24.08	      6.26	          74.95	        1.00
    918	  7939.46	      583.98	    24.09	      6.31	          76.30	        1.00
    919	  7947.56	      583.98	    24.09	      6.27	          74.02	        1.00
    920	  7955.66	      583.98	    24.09	      6.29	          74.80	        1.00
    921	  7963.76	      583.01	    24.10	      6.24	          74.49	        1.00
    922	  7971.86	      583.01	    24.10	      6.25	          75.91	        1.00
    923	  7979.96	      580.81	    24.10	      6.29	          75.03	        1.00
    924	  7988.06	      580.81	    24.10	      6.26	          72.17	        1.00
    925	  7996.16	      580.81	    24.10	      6.27	          76.22	        1.00
    926	  8004.26	      580.81	    24.10	      6.23	          75.10	        1.00
    927	  8012.36	      579.83	    24.10	      6.24	          74.02	        1.00
    928	  8020.46	      579.83	    24.10	      6.21	          74.56	        1.00
    929	  8028.56	      579.59	    24.10	      6.26	          75.99	        1.00
    930	  8036.66	      579.59	    24.10	      6.29	          75.10	        1.00
    931	  8044.76	      579.59	    24.10	      6.25	          73.33	        1.00
    932	  8052.86	      579.59	    24.11	      6.31	          76.76	        1.00
    933	  8060.96	      579.83	    24.10	      6.24	          73.91	        1.00
    934	  8069.06	      579.83	    24.11	      6.31	          74.22	        1.00
    935	  8077.16	      579.59	    24.11	      6.29	          75.18	        1.00
    936	  8085.26	      579.83	    24.11	      6.24	          75.45	        1.00
    937	  8093.36	      579.59	    24.11	      6.27	          73.52	        1.00
    938	  8101.46	      579.59	    24.11	      6.21	          75.18	        1.00
    939	  8109.56	      579.83	    24.12	      6.27	          75.91	        1.00
    940	  8117.66	      579.83	    24.12	      6.27	          72.40	        1.00
    941	  8141.72	      579.59	    24.13	      6.29	          74.60	        1.00
    942	  8149.82	      579.59	    24.13	      6.21	          75.99	        1.00
    943	  8157.92	      579.83	    24.13	      6.28	          73.10	        1.00
    944	  8166.02	      578.61	    24.13	      6.23	          76.42	        1.00
    945	  8174.12	      578.61	    24.13	      6.25	          73.44	        1.00
    946	  8182.22	      577.88	    24.13	      6.26	          75.72	        1.00
    947	  8190.32	      577.88	    24.13	      6.29	          74.60	        1.00
    948	  8198.42	      577.88	    24.13	      6.27	          75.49	        1.00
    949	  8206.52	      577.88	    24.13	      6.28	          73.29	        1.00
    950	  8214.62	      577.88	    24.14	      6.20	          76.61	        1.00
    951	  8222.72	      576.90	    24.13	      6.28	          73.17	        1.00
    952	  8230.82	      576.90	    24.14	      6.29	          75.91	        1.00
    953	  8238.92	      576.90	    24.14	      6.27	          74.33	        1.00
    954	  8247.02	      576.90	    24.14	      6.22	          75.03	        1.00
    955	  8255.12	      575.93	    24.13	      6.30	          75.10	        1.00
    956	  8263.22	      575.93	    24.14	      6.24	          75.22	        1.00
    957	  8271.32	      575.93	    24.14	      6.23	          74.18	        1.00
    958	  8288.10	      574.95	    24.14	      6.26	          73.48	        1.00
    959	  8296.20	      574.95	    24.14	      6.29	          75.53	        1.00
    960	  8304.30	      572.75	    24.14	      6.24	          74.72	        1.00
    961	  8312.40	      572.75	    24.14	      6.26	          75.22	        1.00
    962	  8320.50	      571.78	    24.15	      6.26	          73.71	        1.00
    963	  8328.60	      571.53	    24.15	      6.28	          75.72	        1.00
    964	  8336.70	      571.78	    24.15	      6.27	          73.56	        1.00
    965	  8344.80	      571.04	    24.15	      6.25	          75.53	        1.00
    966	  8352.90	      571.04	    24.15	      6.29	          74.76	        1.00
    967	  8361.00	      569.82	    24.16	      6.25	          73.75	        1.00
    968	  8369.10	      570.07	    24.16	      6.25	          76.03	        1.00
    969	  8377.20	      570.07	    24.17	      6.25	          72.94	        1.00
    970	  8385.30	      569.82	    24.16	      6.27	          76.42	        1.00
    971	  8393.40	      568.85	    24.16	      6.26	          73.60	        1.00
    972	  8401.50	      568.85	    24.16	      6.23	          74.80	        1.00
    973	  8409.60	      567.87	    24.17	      6.26	          75.57	        1.00
    974	  8417.70	      567.87	    24.16	      6.27	          72.75	        1.00
    975	  8425.80	      567.87	    24.16	      6.23	          76.07	        1.00
    976	  8433.90	      567.87	    24.17	      6.23	          73.25	        1.00
    977	  8442.00	      567.87	    24.17	      6.21	          75.53	        1.00
    978	  8450.10	      568.85	    24.17	      6.29	          75.34	        1.00
    979	  8458.20	      568.85	    24.17	      6.24	          73.52	        1.00
    980	  8466.30	      568.85	    24.17	      6.29	          75.76	        1.00
    981	  8474.40	      568.85	    24.17	      6.31	          73.06	        1.00
    982	  8482.50	      570.07	    24.17	      6.29	          75.14	        1.00
    983	  8490.60	      570.07	    24.16	      6.22	          74.80	        1.00
    984	  8498.70	      571.04	    24.17	      6.22	          74.22	        1.00
    985	  8506.80	      571.04	    24.17	      6.29	          75.53	        1.00
    986	  8514.90	      571.04	    24.18	      6.28	          74.14	        1.00
    987	  8537.41	      571.04	    24.18	      6.30	          75.53	        1.00
    988	  8545.51	      571.53	    24.18	      6.23	          73.56	        1.00
    989	  8553.61	      571.53	    24.18	      6.23	          75.30	        1.00
    990	  8561.71	      574.95	    24.19	      6.29	          74.64	        1.00
    991	  8569.81	      574.95	    24.18	      6.25	          73.02	        1.00
    992	  8577.91	      575.93	    24.19	      6.22	          75.95	        1.00
    993	  8586.01	      575.93	    24.19	      6.26	          73.56	        1.00
    994	  8594.11	      576.90	    24.19	      6.29	          74.14	        1.00
    995	  8602.21	      576.90	    24.19	      6.23	          75.41	        1.00
    996	  8610.31	      576.90	    24.19	      6.32	          74.22	        1.00
    997	  8618.41	      576.90	    24.20	      6.26	          73.71	        1.00
    998	  8626.51	      576.90	    24.19	      6.22	          76.34	        1.00
    999	  8634.61	      576.90	    24.20	      6.25	          73.87	        1.00
   1000	  8642.71	      576.90	    24.20	      6.23	          74.10	        1.00
   1001	  8650.81	      576.90	    24.20	      6.29	          75.64	        1.00
   1002	  8658.91	      576.90	    24.20	      6.24	          74.45	        1.00
   1003	  8667.01	      576.90	    24.20	      6.29	          72.94	        1.00
   1004	  8675.11	      576.90	    24.20	      6.27	          75.76	        1.00
   1005	  8723.34	      576.90	    24.20	      6.24	          74.76	        1.00
   1006	  8731.44	      576.90	    24.20	      6.22	          75.57	        1.00
   1007	  8739.54	      576.90	    24.20	      6.28	          72.21	        1.00
   1008	  8782.82	      576.90	    24.21	      6.27	          73.52	        1.00
   1009	  8790.92	      576.90	    24.20	      6.22	          75.68	        1.00
   1010	  8799.02	      576.90	    24.21	      6.28	          73.60	        1.00
   1011	  8807.12	      576.90	    24.21	      6.29	          73.98	        1.00
   1012	  8815.22	      576.90	    24.22	      6.27	          74.80	        1.00
   1013	  8823.32	      576.90	    24.22	      6.25	          74.76	        1.00
   1014	  8831.42	      575.93	    24.22	      6.27	          72.36	        1.00
   1015	  8839.52	      575.93	    24.22	      6.29	          75.61	        1.00
   1016	  8847.62	      576.90	    24.22	      6.24	          74.80	        1.00
