        Number	     Time[sec]	     HI_over_I	
779.000000	6593.750000	0.008078	
780.000000	6601.850098	0.006050	
781.000000	6609.950195	0.004889	
782.000000	6618.049805	0.006012	
783.000000	6626.149902	0.003555	
784.000000	6634.250000	0.006097	
785.000000	6642.350098	0.004520	
786.000000	6650.450195	0.004423	
787.000000	6658.549805	0.004449	
788.000000	6666.649902	0.003803	
789.000000	6674.750000	0.004484	
790.000000	6682.850098	0.003341	
791.000000	6690.950195	0.003521	
792.000000	6699.049805	0.002710	
793.000000	6707.149902	0.000635	
794.000000	6715.250000	0.003064	
795.000000	6723.350098	0.000249	
796.000000	6731.450195	0.003448	
797.000000	6739.549805	0.001265	
798.000000	6747.649902	0.003353	
799.000000	6755.750000	0.001184	
800.000000	6763.850098	0.001656	
801.000000	6771.950195	0.000660	
802.000000	6780.049805	0.001235	
803.000000	6788.149902	0.000931	
804.000000	6796.250000	0.000606	
805.000000	6804.350098	0.000680	
806.000000	6812.450195	0.000475	
807.000000	6820.549805	0.000132	
808.000000	6828.649902	0.000020	
809.000000	6836.750000	-0.000165	
810.000000	6844.850098	-0.000780	
811.000000	6852.950195	-0.001287	
812.000000	6861.049805	-0.001083	
813.000000	6869.149902	-0.000913	
814.000000	6877.250000	-0.001134	
815.000000	6885.350098	-0.001680	
