 Number	Time[sec]	CO2_Air[ppm]	TempAir[C]	Wind[m/s]	WaterHeight[mm]	pOxyAbs[bar]
      0	     0.00	      322.51	    23.94	      0.00	          78.96	        1.00
      1	     8.10	      322.51	    23.93	      0.00	          79.00	        1.00
      2	    16.20	      322.75	    23.93	      0.00	          78.96	        1.00
      3	    24.30	      322.51	    23.93	      0.00	          78.96	        1.00
      4	    32.40	      321.53	    23.93	      0.00	          78.96	        1.00
      5	    40.50	      321.53	    23.93	      0.00	          78.93	        1.00
      6	    48.60	      321.53	    23.92	      0.00	          78.93	        1.00
      7	    56.70	      321.53	    23.93	      0.00	          78.89	        1.00
      8	    64.80	      321.53	    23.92	      0.00	          78.89	        1.00
      9	    72.90	      321.53	    23.91	      0.00	          78.89	        1.00
     10	    81.00	      321.53	    23.92	      0.00	          78.85	        1.00
     11	    89.10	      321.53	    23.91	      0.00	          78.85	        1.00
     12	    97.20	      321.53	    23.92	      0.00	          78.85	        1.00
     13	   105.30	      321.53	    23.90	      0.00	          78.89	        1.00
     14	   113.40	      321.53	    23.90	      0.00	          78.85	        1.00
     15	   121.50	      321.53	    23.90	      0.00	          78.81	        1.00
     16	   129.60	      321.53	    23.90	      0.00	          78.81	        1.00
     17	   137.70	      322.51	    23.90	      0.00	          78.77	        1.00
     18	   145.80	      322.51	    23.90	      0.00	          78.81	        1.00
     19	   153.90	      322.51	    23.90	      0.00	          78.77	        1.00
     20	   162.00	      322.51	    23.90	      0.00	          78.81	        1.00
     21	   170.10	      322.51	    23.90	      0.00	          78.85	        1.00
     22	   178.20	      322.51	    23.90	      0.00	          78.81	        1.00
     23	   186.30	      321.53	    23.90	      0.00	          78.81	        1.00
     24	   194.40	      321.53	    23.89	      0.00	          78.85	        1.00
     25	   202.50	      321.53	    23.90	      0.00	          78.81	        1.00
     26	   210.60	      321.78	    23.89	      0.00	          78.85	        1.00
     27	   218.70	      321.53	    23.88	      0.00	          78.85	        1.00
     28	   226.80	      321.53	    23.89	      0.00	          78.73	        1.00
     29	   237.38	      321.53	    23.88	      0.00	          78.73	        1.00
     30	   245.48	      321.53	    23.87	      0.00	          78.73	        1.00
     31	   257.22	      321.53	    23.87	      0.00	          78.73	        1.00
     32	   265.32	      321.53	    23.87	      0.00	          78.73	        1.00
     33	   273.42	      321.53	    23.87	      0.00	          78.77	        1.00
     34	   281.52	      321.04	    23.87	      0.00	          78.73	        1.00
     35	   289.62	      321.04	    23.87	      0.00	          78.73	        1.00
     36	   297.72	      321.04	    23.87	      0.00	          78.73	        1.00
     37	   305.82	      320.07	    23.87	      0.00	          78.69	        1.00
     38	   313.92	      320.07	    23.87	      0.00	          78.73	        1.00
     39	   322.02	      318.85	    23.87	      0.00	          78.66	        1.00
     40	   330.12	      319.09	    23.87	      0.00	          78.73	        1.00
     41	   338.22	      318.85	    23.87	      0.00	          78.73	        1.00
     42	   346.32	      319.09	    23.86	      0.00	          78.62	        1.00
     43	   354.42	      317.63	    23.86	      5.83	          79.00	        1.00
     44	   362.52	      317.63	    23.83	      5.83	          78.89	        1.00
     45	   370.62	      317.63	    23.79	      5.88	          78.66	        1.00
     46	   378.72	      317.63	    23.77	      5.90	          79.16	        1.00
     47	   386.82	      316.65	    23.77	      5.84	          77.84	        1.00
     48	   394.92	      316.65	    23.77	      5.92	          78.27	        1.00
     49	   403.02	      316.65	    23.76	      5.94	          79.62	        1.00
     50	   411.12	      316.65	    23.75	      5.93	          78.27	        1.00
     51	   419.22	      316.65	    23.74	      5.95	          77.50	        1.00
     52	   427.32	      316.65	    23.74	      5.97	          76.38	        1.00
     53	   435.42	      316.65	    23.74	      5.99	          75.84	        1.00
     54	   443.52	      317.63	    23.73	      6.00	          76.22	        1.00
     55	   453.57	      317.63	    23.73	      5.98	          78.39	        1.00
     56	   461.67	      320.07	    23.72	      6.07	          78.89	        1.00
     57	   469.77	      320.07	    23.72	      6.08	          79.12	        1.00
     58	   477.87	      322.51	    23.72	      6.05	          78.08	        1.00
     59	   485.97	      322.51	    23.72	      5.99	          78.04	        1.00
     60	   494.07	      333.74	    23.72	      6.09	          79.43	        1.00
     61	   502.17	      333.98	    23.72	      6.03	          79.20	        1.00
     62	   510.27	      341.80	    23.72	      6.03	          76.26	        1.00
     63	   518.37	      372.07	    23.72	      6.07	          79.70	        1.00
     64	   526.47	      372.07	    23.71	      6.06	          78.93	        1.00
     65	   534.57	      383.54	    23.72	      6.12	          78.54	        1.00
     66	   542.67	      383.54	    23.72	      6.12	          78.77	        1.00
     67	   550.77	      428.96	    23.71	      6.10	          78.77	        1.00
     68	   558.87	      428.96	    23.72	      6.06	          78.35	        1.00
     69	   566.97	      435.30	    23.72	      6.10	          78.73	        1.00
     70	   575.07	      435.30	    23.72	      6.11	          78.54	        1.00
     71	   583.17	      478.76	    23.71	      6.12	          79.16	        1.00
     72	   591.27	      478.76	    23.71	      6.09	          78.00	        1.00
     73	   599.37	      479.74	    23.71	      6.12	          78.89	        1.00
     74	   607.47	      479.98	    23.71	      6.17	          78.39	        1.00
     75	   663.49	      493.90	    23.71	      6.17	          77.57	        1.00
     76	   671.59	      493.90	    23.71	      6.15	          79.58	        1.00
     77	   679.69	      496.09	    23.71	      6.17	          77.92	        1.00
     78	   687.79	      499.27	    23.71	      6.15	          78.81	        1.00
     79	   695.89	      499.27	    23.72	      6.13	          78.89	        1.00
     80	   703.99	      500.98	    23.71	      6.21	          76.84	        1.00
     81	   712.09	      500.98	    23.71	      6.15	          79.58	        1.00
     82	   720.19	      504.39	    23.71	      6.17	          77.65	        1.00
     83	   728.29	      504.39	    23.71	      6.18	          77.96	        1.00
     84	   736.39	      526.12	    23.72	      6.19	          79.50	        1.00
     85	   744.49	      526.37	    23.71	      6.16	          75.99	        1.00
     86	   752.59	      526.12	    23.71	      6.19	          78.96	        1.00
     87	   760.69	      526.37	    23.71	      6.20	          78.42	        1.00
     88	   768.79	      527.34	    23.71	      6.21	          77.77	        1.00
     89	   776.89	      529.05	    23.71	      6.21	          78.08	        1.00
     90	   784.99	      529.05	    23.71	      4.75	          78.69	        1.00
     91	   793.09	      529.05	    23.70	      0.90	          78.54	        1.00
     92	   801.19	      530.03	    23.70	      0.00	          78.12	        1.00
     93	   809.29	      531.01	    23.70	      0.00	          78.93	        1.00
     94	   817.39	      531.01	    23.71	      0.00	          78.35	        1.90
     95	   825.49	      532.23	    23.72	      0.00	          78.23	        1.97
     96	   833.59	      532.23	    23.73	      0.00	          78.23	        1.97
     97	   841.69	      532.23	    23.73	      0.00	          78.35	        1.97
     98	   849.79	      532.23	    23.74	      0.00	          78.31	        1.97
     99	   857.89	      531.01	    23.75	      0.00	          78.19	        1.97
    100	   865.99	      531.01	    23.76	      0.00	          78.27	        1.97
    101	   874.09	      525.88	    23.77	      0.00	          78.31	        1.97
    102	   882.19	      526.61	    23.77	      0.00	          78.42	        1.97
    103	   890.29	      514.89	    23.77	      0.00	          78.27	        1.97
    104	   898.39	      501.95	    23.78	      0.00	          78.31	        1.97
    105	   906.49	      501.95	    23.77	      0.00	          78.31	        1.97
    106	   914.59	      501.95	    23.78	      0.00	          78.23	        1.97
    107	   922.69	      423.83	    23.78	      0.00	          78.31	        1.96
    108	   930.79	      423.83	    23.78	      0.00	          78.42	        1.97
    109	   938.89	      417.97	    23.79	      0.00	          78.35	        1.97
    110	   946.99	      417.97	    23.80	      0.00	          78.35	        1.97
    111	   955.09	      377.69	    23.80	      0.00	          78.27	        1.96
    112	   963.19	      376.46	    23.80	      0.00	          78.27	        1.97
    113	   971.29	      376.46	    23.80	      0.00	          78.23	        1.96
    114	   979.39	      365.23	    23.80	      0.00	          78.27	        1.96
    115	   987.49	      365.23	    23.80	      0.00	          78.08	        1.97
    116	   995.59	      364.26	    23.80	      0.00	          78.15	        1.97
    117	  1003.69	      364.01	    23.80	      0.00	          78.15	        1.97
    118	  1011.79	      360.35	    23.80	      0.00	          78.23	        1.96
    119	  1019.89	      360.35	    23.80	      0.00	          78.12	        1.96
    120	  1027.99	      359.13	    23.80	      0.00	          78.23	        1.96
    121	  1036.09	      359.13	    23.80	      0.00	          78.27	        1.96
    122	  1044.19	      354.49	    23.80	      0.00	          78.15	        1.96
    123	  1052.29	      354.49	    23.80	      0.00	          78.12	        1.96
    124	  1060.39	      354.49	    23.80	      0.00	          78.15	        1.96
    125	  1068.49	      354.49	    23.80	      0.00	          78.15	        1.97
    126	  1076.59	      353.52	    23.80	      0.00	          78.12	        1.97
    127	  1084.69	      349.61	    23.80	      0.00	          78.15	        1.97
    128	  1092.79	      349.61	    23.80	      0.00	          78.12	        1.97
    129	  1100.89	      348.63	    23.81	      0.00	          78.04	        1.97
    130	  1108.99	      348.63	    23.80	      0.00	          78.04	        1.97
    131	  1117.09	      345.21	    23.80	      0.00	          78.08	        1.96
    132	  1125.19	      345.21	    23.81	      0.00	          77.92	        1.97
    133	  1133.29	      344.24	    23.81	      0.00	          78.08	        1.96
    134	  1141.39	      344.24	    23.81	      0.00	          77.96	        1.96
    135	  1149.49	      344.24	    23.81	      0.00	          77.96	        1.97
    136	  1157.59	      344.24	    23.81	      0.00	          78.00	        1.97
    137	  1165.69	      344.24	    23.80	      0.00	          78.04	        1.97
    138	  1173.79	      344.24	    23.81	      0.00	          77.96	        1.96
    139	  1181.89	      344.24	    23.81	      0.00	          78.00	        1.96
    140	  1189.99	      344.24	    23.80	      0.00	          77.92	        1.97
    141	  1198.09	      344.24	    23.81	      0.00	          77.92	        1.97
    142	  1206.19	      345.21	    23.80	      0.00	          77.88	        1.96
    143	  1214.29	      345.21	    23.81	      0.00	          77.92	        1.97
    144	  1222.39	      345.21	    23.80	      0.00	          77.81	        1.97
    145	  1230.49	      345.21	    23.80	      0.00	          77.88	        1.96
    146	  1238.59	      345.21	    23.80	      0.00	          77.96	        1.97
    147	  1246.69	      348.63	    23.80	      0.00	          77.88	        1.97
    148	  1254.79	      349.61	    23.80	      0.00	          77.84	        1.97
    149	  1262.89	      349.61	    23.81	      0.00	          77.81	        1.97
    150	  1270.99	      366.21	    23.80	      0.00	          77.84	        1.97
    151	  1279.09	      366.21	    23.80	      0.00	          77.81	        1.96
    152	  1287.19	      367.19	    23.80	      0.00	          77.84	        1.97
    153	  1295.29	      367.19	    23.80	      0.00	          77.81	        1.96
    154	  1303.39	      375.49	    23.80	      0.00	          77.81	        1.96
    155	  1311.49	      375.73	    23.81	      0.00	          77.77	        1.97
    156	  1319.59	      377.44	    23.81	      0.00	          77.65	        1.96
    157	  1327.69	      377.44	    23.80	      0.00	          77.77	        1.96
    158	  1335.79	      380.13	    23.80	      0.00	          77.65	        1.96
    159	  1343.89	      381.10	    23.80	      0.00	          77.54	        1.96
    160	  1351.99	      381.10	    23.81	      0.00	          77.65	        1.97
    161	  1360.09	      381.35	    23.80	      0.00	          77.54	        1.96
    162	  1368.19	      392.58	    23.80	      0.00	          77.54	        1.96
    163	  1376.29	      394.04	    23.80	      0.00	          77.61	        1.97
    164	  1384.39	      394.04	    23.80	      0.00	          77.54	        1.97
    165	  1392.49	      412.11	    23.80	      0.00	          77.46	        1.97
    166	  1400.59	      412.11	    23.80	      0.00	          77.42	        1.96
    167	  1408.69	      413.82	    23.80	      0.00	          77.42	        1.96
    168	  1416.79	      413.82	    23.81	      0.00	          77.38	        1.96
    169	  1424.89	      415.77	    23.80	      0.00	          77.42	        1.97
    170	  1432.99	      415.77	    23.80	      0.00	          77.46	        1.97
    171	  1441.09	      429.93	    23.80	      0.00	          77.30	        1.96
    172	  1449.19	      429.93	    23.81	      0.00	          77.30	        1.96
    173	  1457.29	      433.11	    23.80	      0.00	          77.38	        1.97
    174	  1465.39	      447.02	    23.81	      0.00	          77.34	        1.96
    175	  1473.49	      447.02	    23.81	      0.00	          77.23	        1.96
    176	  1481.59	      447.02	    23.81	      0.00	          77.34	        1.97
    177	  1489.69	      448.97	    23.80	      0.00	          77.19	        1.97
    178	  1497.79	      461.18	    23.80	      0.00	          77.19	        1.96
    179	  1505.89	      461.18	    23.80	      0.00	          77.11	        1.96
    180	  1513.99	      463.13	    23.80	      0.00	          77.11	        1.97
    181	  1522.09	      463.13	    23.80	      0.00	          77.11	        1.97
    182	  1530.19	      474.12	    23.81	      0.00	          77.07	        1.97
    183	  1538.29	      474.12	    23.80	      0.00	          77.03	        1.60
    184	  1546.39	      476.32	    23.80	      0.00	          76.96	        1.25
    185	  1554.49	      476.32	    23.80	      0.00	          77.07	        1.10
    186	  1562.59	      489.99	    23.80	      0.00	          76.92	        1.00
    187	  1570.69	      489.99	    23.81	      0.00	          76.92	        1.00
    188	  1578.79	      492.19	    23.80	      0.00	          76.84	        1.00
    189	  1586.89	      492.19	    23.80	      0.00	          76.96	        1.00
    190	  1594.99	      495.12	    23.80	      0.00	          76.84	        1.00
    191	  1603.09	      495.12	    23.80	      0.00	          76.80	        1.00
    192	  1611.19	      509.03	    23.80	      0.00	          77.00	        1.00
    193	  1619.29	      509.03	    23.80	      5.82	          76.92	        1.00
    194	  1627.39	      513.18	    23.78	      5.83	          76.88	        1.00
    195	  1635.49	      531.01	    23.77	      5.86	          77.15	        1.00
    196	  1672.65	      555.91	    23.76	      5.94	          77.11	        1.00
    197	  1680.75	      555.91	    23.76	      6.00	          75.30	        1.00
    198	  1688.85	      557.62	    23.75	      5.98	          75.95	        1.00
    199	  1696.95	      573.73	    23.75	      6.00	          77.34	        1.00
    200	  1705.05	      573.73	    23.75	      6.01	          75.80	        1.00
    201	  1713.15	      576.90	    23.74	      6.01	          77.42	        1.00
    202	  1721.25	      576.90	    23.74	      6.01	          75.22	        1.00
    203	  1729.35	      585.21	    23.75	      5.98	          75.07	        1.00
    204	  1737.45	      584.96	    23.75	      6.00	          77.92	        1.00
    205	  1745.55	      592.29	    23.74	      5.98	          75.88	        1.00
    206	  1753.65	      592.29	    23.74	      6.07	          75.26	        1.00
    207	  1761.75	      638.92	    23.74	      6.05	          74.99	        1.00
    208	  1769.85	      638.92	    23.74	      6.13	          74.18	        1.00
    209	  1777.95	      646.97	    23.73	      6.04	          73.44	        1.00
    210	  1786.05	      693.60	    23.74	      6.13	          73.14	        1.00
    211	  1794.15	      693.60	    23.74	      6.10	          71.71	        1.00
    212	  1802.25	      693.60	    23.74	      6.12	          73.52	        1.00
    213	  1810.35	      699.71	    23.75	      6.11	          75.22	        1.00
    214	  1818.45	      720.70	    23.75	      6.13	          72.94	        1.00
    215	  1826.55	      720.70	    23.75	      6.05	          71.13	        1.00
    216	  1834.65	      727.78	    23.75	      6.11	          72.52	        1.00
    217	  1842.75	      727.78	    23.75	      6.14	          74.33	        1.00
    218	  1850.85	      775.39	    23.75	      6.13	          73.68	        1.00
    219	  1858.95	      775.39	    23.75	      6.14	          72.44	        1.00
    220	  1867.05	      779.30	    23.75	      6.07	          71.78	        1.00
    221	  1875.15	      779.30	    23.75	      6.15	          71.24	        1.00
    222	  1883.25	      788.33	    23.75	      6.16	          72.13	        1.00
    223	  1891.35	      788.57	    23.75	      6.11	          74.10	        1.00
    224	  1899.45	      794.43	    23.76	      6.17	          74.83	        1.00
    225	  1907.55	      794.43	    23.75	      6.17	          74.41	        1.00
    226	  1915.65	      841.31	    23.75	      6.13	          73.10	        1.00
    227	  1923.75	      841.55	    23.74	      6.19	          71.48	        1.00
    228	  1931.85	      845.46	    23.75	      6.14	          70.82	        1.00
    229	  1939.95	      845.46	    23.75	      6.16	          71.82	        1.00
    230	  1948.05	      880.62	    23.75	      6.13	          72.94	        1.00
    231	  1956.15	      882.57	    23.76	      6.17	          73.68	        1.00
    232	  1964.25	      882.57	    23.75	      6.21	          73.79	        1.00
    233	  1972.35	      884.52	    23.75	      6.15	          73.68	        1.00
    234	  1980.45	      884.52	    23.75	      6.24	          73.37	        1.00
    235	  1988.55	      897.22	    23.76	      6.17	          73.10	        1.00
    236	  1996.65	      897.22	    23.75	      6.18	          73.21	        1.00
    237	  2004.75	      899.66	    23.76	      6.17	          72.71	        1.00
    238	  2012.85	      899.66	    23.75	      6.19	          72.40	        1.00
    239	  2020.95	      901.12	    23.75	      6.22	          71.82	        1.00
    240	  2029.05	      901.12	    23.76	      6.22	          71.40	        1.00
    241	  2037.15	      903.08	    23.76	      6.17	          71.55	        1.00
    242	  2045.25	      903.08	    23.75	      6.25	          73.25	        1.00
    243	  2053.35	      905.27	    23.76	      6.21	          73.83	        1.00
    244	  2061.45	      905.27	    23.75	      6.18	          74.06	        1.00
    245	  2069.55	      923.10	    23.76	      6.23	          73.48	        1.00
    246	  2077.65	      926.51	    23.76	      6.15	          72.83	        1.00
    247	  2085.75	      926.51	    23.76	      6.18	          71.82	        1.00
    248	  2093.85	      945.31	    23.76	      6.24	          70.74	        1.00
    249	  2101.95	      945.31	    23.76	      6.19	          70.28	        1.00
    250	  2110.05	      946.29	    23.76	      6.25	          71.40	        1.00
    251	  2118.15	      946.29	    23.76	      6.24	          73.41	        1.00
    252	  2126.25	      947.51	    23.77	      6.22	          73.98	        1.00
    253	  2134.35	      947.27	    23.76	      6.26	          74.14	        1.00
    254	  2142.45	      948.49	    23.77	      6.21	          72.87	        1.00
    255	  2150.55	      948.49	    23.77	      6.23	          71.86	        1.00
    256	  2158.65	      949.46	    23.77	      6.27	          70.43	        1.00
    257	  2166.75	      949.46	    23.77	      6.22	          70.32	        1.00
    258	  2174.85	      949.46	    23.77	      6.23	          71.44	        1.00
    259	  2182.95	      949.46	    23.77	      6.25	          72.71	        1.00
    260	  2191.05	      950.44	    23.77	      6.20	          73.60	        1.00
    261	  2199.15	      950.44	    23.77	      6.23	          72.63	        1.00
    262	  2207.25	      950.44	    23.77	      6.17	          72.33	        1.00
    263	  2215.35	      950.44	    23.77	      6.21	          72.29	        1.00
    264	  2223.45	      950.44	    23.77	      6.22	          72.13	        1.00
    265	  2231.55	      950.44	    23.77	      6.29	          71.67	        1.00
    266	  2239.65	      950.44	    23.77	      6.23	          71.55	        1.00
    267	  2247.75	      949.46	    23.77	      6.21	          71.48	        1.00
    268	  2255.85	      949.46	    23.77	      6.20	          72.63	        1.00
    269	  2263.95	      949.46	    23.77	      6.21	          72.75	        1.00
    270	  2272.05	      949.46	    23.78	      6.23	          73.14	        1.00
    271	  2280.15	      947.27	    23.78	      6.23	          72.79	        1.00
    272	  2288.25	      947.51	    23.77	      6.21	          72.29	        1.00
    273	  2296.35	      946.29	    23.78	      6.24	          71.01	        1.00
    274	  2304.45	      946.29	    23.78	      6.25	          70.74	        1.00
    275	  2312.55	      945.31	    23.78	      6.22	          72.21	        1.00
    276	  2320.65	      945.31	    23.79	      6.27	          73.87	        1.00
    277	  2328.75	      945.31	    23.78	      6.23	          73.29	        1.00
    278	  2336.85	      941.41	    23.78	      6.24	          70.86	        1.00
    279	  2344.95	      941.41	    23.77	      6.20	          70.16	        1.00
    280	  2353.05	      940.43	    23.78	      6.23	          70.43	        1.00
    281	  2361.15	      940.43	    23.79	      6.25	          72.40	        1.00
    282	  2369.25	      939.21	    23.78	      6.25	          73.71	        1.00
    283	  2377.35	      939.21	    23.79	      6.23	          73.14	        1.00
    284	  2385.45	      938.23	    23.80	      6.25	          72.63	        1.00
    285	  2393.55	      938.23	    23.79	      6.21	          71.71	        1.00
    286	  2401.65	      937.01	    23.79	      6.24	          72.09	        1.00
    287	  2409.75	      937.01	    23.79	      6.27	          71.94	        1.00
    288	  2417.85	      937.01	    23.80	      6.25	          71.98	        1.00
    289	  2425.95	      937.26	    23.79	      6.23	          71.90	        1.00
    290	  2434.05	      937.26	    23.79	      6.20	          72.90	        1.00
    291	  2442.15	      937.26	    23.80	      6.23	          73.17	        1.00
    292	  2450.25	      938.23	    23.80	      6.27	          71.82	        1.00
    293	  2458.35	      938.23	    23.80	      6.19	          70.24	        1.00
    294	  2466.45	      938.23	    23.80	      6.27	          70.05	        1.00
    295	  2474.55	      937.26	    23.80	      6.25	          71.90	        1.00
    296	  2482.65	      937.26	    23.80	      6.20	          73.91	        1.00
    297	  2490.75	      937.01	    23.80	      6.23	          73.06	        1.00
    298	  2498.85	      937.26	    23.80	      6.25	          69.89	        1.00
    299	  2506.95	      936.52	    23.80	      6.24	          70.16	        1.00
    300	  2515.05	      936.52	    23.80	      6.20	          71.75	        1.00
    301	  2523.15	      935.55	    23.80	      6.24	          72.98	        1.00
    302	  2531.25	      935.55	    23.81	      6.21	          71.98	        1.00
    303	  2539.35	      935.55	    23.80	      6.23	          71.90	        1.00
    304	  2547.45	      935.55	    23.81	      6.24	          72.44	        1.00
    305	  2555.55	      933.35	    23.81	      6.24	          72.02	        1.00
    306	  2563.65	      933.35	    23.80	      6.25	          70.70	        1.00
    307	  2571.75	      931.64	    23.81	      6.25	          70.78	        1.00
    308	  2579.85	      931.40	    23.81	      6.24	          72.05	        1.00
    309	  2587.95	      928.47	    23.81	      6.20	          73.87	        1.00
